"","Village","District","Latitude","Longitude","Elevation","Acres","Planting.year","Age","variety","Row.spacing..meter.","Plant.to.plant.spacing..meter.","Population.acre","Rainfed..irrigated","Irrigation.frequency","N.fert","Yield..Kgs.acre.","ID","dry_sumrain","dry_meantmax","dry_meantmin","dry_meanvpd","dry_sumsoil","wet_sumrain","wet_meantmax","wet_meantmin","wet_meanvpd","wet_sumsoil","Elevation_update","aspect"
"135","Kukkalthorai","The Nilgiris",11.48336,76.8294,5063,0.5,2001,22,"chinese","0.6 m","0.6 m",8250,"Rainfed","Nil","Urea",3500,"76.8294_11.48336",1223.4,23.5041666666667,12.6791666666667,0.669583333333333,950.6,4054.6,20.8666666666667,12.7916666666667,0.308333333333333,2707.4,1521,298.727324822054
"136","Kukkalthorai","The Nilgiris",11.47577,76.82719,5348,3,1990,33,"UPASI","0.6 m","0.6 m",8250,"Rainfed","Nil","Urea",3000,"76.82719_11.47577",1223.4,23.5041666666667,12.6791666666667,0.669583333333333,950.6,4054.6,20.8666666666667,12.7916666666667,0.308333333333333,2707.4,1609,61.5845687426906
"137","Kukkalthorai","The Nilgiris",11.47581,76.82526,5236,3,1995,28,"VP","0.9 m","0.6 m",5500,"Rainfed","Nil","Urea",3000,"76.82526_11.47581",1223.4,23.5041666666667,12.6791666666667,0.669583333333333,950.6,4054.6,20.8666666666667,12.7916666666667,0.308333333333333,2707.4,1608,354.486304551051
"138","Kukkalthorai","The Nilgiris",11.4753,76.822,5220,2.5,2005,18,"chinese","0.6 m","0.6 m",8250,"Rainfed","Nil","Urea",4000,"76.822_11.4753",1223.4,23.5041666666667,12.6791666666667,0.669583333333333,950.6,4054.6,20.8666666666667,12.7916666666667,0.308333333333333,2707.4,1545,284.081231511679
"139","Kukkalthorai","The Nilgiris",11.477,76.82197,5021,1.5,2004,19,"UPASI","0.6 m","0.6 m",8250,"Rainfed","Nil","Urea",3500,"76.82197_11.477",1223.4,23.5041666666667,12.6791666666667,0.669583333333333,950.6,4054.6,20.8666666666667,12.7916666666667,0.308333333333333,2707.4,1511,294.276399608901
"140","Kukkalthorai","The Nilgiris",11.49067,76.82825,5032,2,1986,37,"VP","0.6 m","0.6 m",8250,"Rainfed","Nil","Urea",4000,"76.82825_11.49067",1223.4,23.5041666666667,12.6791666666667,0.669583333333333,950.6,4054.6,20.8666666666667,12.7916666666667,0.308333333333333,2707.4,1509,172.46852266844
"141","Kukkalthorai","The Nilgiris",11.48625,76.82665,4986,4,2006,17,"VP","0.6 m","0.6 m",8250,"Rainfed","Nil","Urea",4000,"76.82665_11.48625",1223.4,23.5041666666667,12.6791666666667,0.669583333333333,950.6,4054.6,20.8666666666667,12.7916666666667,0.308333333333333,2707.4,1499,102.55901673888
"142","Kukkalthorai","The Nilgiris",11.48414,76.8287,5035,6,1991,32,"VP","1.20 m","0.9 m",3700,"Rainfed","Nil","Urea",5000,"76.8287_11.48414",1223.4,23.5041666666667,12.6791666666667,0.669583333333333,950.6,4054.6,20.8666666666667,12.7916666666667,0.308333333333333,2707.4,1513,333.124151728938
"143","Kukkalthorai","The Nilgiris",11.48481,76.8247,4997,2,2005,18,"chinese","0.75 m","0.75 m",5500,"Rainfed","Nil","Urea",3000,"76.8247_11.48481",1223.4,23.5041666666667,12.6791666666667,0.669583333333333,950.6,4054.6,20.8666666666667,12.7916666666667,0.308333333333333,2707.4,1499,154.929081757172
"144","Seegola","The Nilgiris",11.486,76.8305,4916,5,1998,25,"VP","0.9 m","0.6 m",5500,"Rainfed","Nil","Urea",5000,"76.8305_11.486",1223.4,23.5041666666667,12.6791666666667,0.669583333333333,950.6,4054.6,20.8666666666667,12.7916666666667,0.308333333333333,2707.4,1479,331.37484628923
"145","Umarkandi","The Nilgiris",11.28017,76.74316,1605,2,2010,12,"V.P CLONE","0.75 m","0.75 m",5500,"Rainfed","nil","Urea",2500,"76.74316_11.28017",1546.1,23.7041666666667,13.425,0.635416666666667,1732.9,6022.7,21.7458333333333,13.975,0.345833333333333,4227.8,1592,126.740919282992
"146","Porthy","The Nilgiris",11.34383,76.629,2062,3,2010,12,"V.P CLONE","0.75 m","0.75 m",5500,"Rainfed","nil","Urea",3000,"76.629_11.34383",1511.7,21.8625,10.4708333333333,0.6,1792.5,5505.1,19.5791666666667,11.2916666666667,0.3225,4406.7,2039,207.953549588319
"147","Porthy","The Nilgiris",11.345491,76.630001,2061,1,2007,15,"NOT KNOWN","0.75 m","0.75 m",5500,"Rainfed","nil","Urea",4500,"76.630001_11.345491",1511.7,21.8625,10.4708333333333,0.6,1792.5,5505.1,19.5791666666667,11.2916666666667,0.3225,4406.7,2039,39.4185493580564
"148","Nanjanad","The Nilgiris",11.3696,76.6398,2210,2,2003,18,"NOT KNOWN","0.75 m","0.75 m",5500,"Rainfed","nil","Urea",3500,"76.6398_11.3696",1511.7,21.8625,10.4708333333333,0.6,1792.5,5505.1,19.5791666666667,11.2916666666667,0.3225,4406.7,2193,94.905365982143
